,name,price,location,rating,important_info,specifications,link
115,Esther,"$1,059","Davos, Grisons"," ""Very good"" ",empty,750 ft² Apartment ∙ 3 bedrooms ∙ 5 guests,/rental/1ce826e9c4fda0efe034b2049b5503b7?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A20%3A55%2B02%3A00&id=151f72f15f7d7f94&directId=1ce826e9c4fda0efe034b2049b5503b7&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=FFRVRY6C&sT=withDates&pCon=1058.4%7CUSD%7C2021-05-31%7C6%7C2%7C1617819655%7C0%7C0%7C1617819655%7C2%7C0%7C0&prodName=JM&prodSource=Search
116,Silence,"$1,079","Zermatt, Valais"," ""Very good"" ",empty,730 ft² Apartment ∙ 1 bedroom ∙ 6 guests,/rental/9e298d3f6bf0703d90761f8d3ade221e?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A20%3A55%2B02%3A00&id=match53e34cc80a252&directId=9e298d3f6bf0703d90761f8d3ade221e&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=PBTML7RY&sT=withDates&pCon=1078.8%7CUSD%7C2021-05-31%7C6%7C2%7C1617819655%7C0%7C0%7C1617819655%7C2%7C0%7C0&prodName=JM&prodSource=Search
117,Le Bristol B52,$965,"Ollon, Vaud"," ""Very good"" ",Pool ,590 ft² Apartment ∙ 1 bedroom ∙ 4 guests,/rental/a428bba2d5efc77c9dd838af836d4773?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A20%3A56%2B02%3A00&id=match53e34d936dae1&directId=a428bba2d5efc77c9dd838af836d4773&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=9H15RGLN&sT=withDates&pCon=964.8%7CUSD%7C2021-05-31%7C6%7C2%7C1617819656%7C0%7C0%7C1617819656%7C2%7C0%7C0&prodName=JM&prodSource=Search
118,Chesa Davatz,$913,"Zuoz, Grisons"," ""Excellent""",In high demand ,1030 ft² Apartment ∙ 2 bedrooms ∙ 4 guests,/rental/5d7c5fff7acf3b95623ddd8d2e68bc28?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A20%3A56%2B02%3A00&id=match563bce9de025e&directId=5d7c5fff7acf3b95623ddd8d2e68bc28&searchId=a0e9c18804f87c21&screen=search&isHotel=0&pa=not_allowed&clickId=J1PF8PCH&sT=withDates&pCon=1063.5276727512%7CUSD%7C2021-05-31%7C6%7C2%7C1617819656%7C0%7C0%7C1617819656%7C2%7C0%7C0&prodName=JM&prodSource=Search
119,Magic chalet for 2 people,$500,"Evolène, Valais"," ""Outstanding"" ", Free cancellation In high demand ,390 ft² House ∙ 1 bedroom ∙ 4 guests,/rental/5b46e67c45b7a9d41a3fb071987d4318?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&searchId=a0e9c18804f87c21
120,Maiensäss Bostg Cabernard Brigels,$617,"Breil/Brigels, Grisons"," ""Very good"" ",empty,340 ft² Apartment ∙ 1 bedroom ∙ 4 guests,/rental/d2415abff26d7d813baf30297035a5cb?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A20%3A57%2B02%3A00&id=match557161c690e4f&directId=d2415abff26d7d813baf30297035a5cb&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=0WF1MQ9S&sT=withDates&pCon=616.8%7CUSD%7C2021-05-31%7C6%7C2%7C1617819657%7C0%7C0%7C1617819657%7C2%7C0%7C0&prodName=JM&prodSource=Search
121,Cà du Papa 2,$849,"Intragna, Ticino",empty,In high demand ,970 ft² House ∙ 2 bedrooms ∙ 6 guests,/rental/291426fdb65014a9e32c83a66a29757d?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A20%3A57%2B02%3A00&id=match56b865424c51c&directId=291426fdb65014a9e32c83a66a29757d&searchId=a0e9c18804f87c21&screen=search&isHotel=0&pa=not_allowed&clickId=8F4YJF6S&sT=withDates&pCon=890.40734675223%7CUSD%7C2021-05-31%7C6%7C2%7C1617819657%7C0%7C0%7C1617819657%7C2%7C0%7C0&prodName=JM&prodSource=Search
122,Apartment in the mountain village of Isenfluh,$393,"Lauterbrunnen, Canton of Bern",empty, Free cancellation ,650 ft² House ∙ 1 bedroom ∙ 4 guests,/rental/29024b1f08f131afac577af92c898cbf?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&searchId=a0e9c18804f87c21
123,Casablanca,$914,"Gambarogno, Ticino"," ""Outstanding"" ",Pool ,470 ft² Apartment ∙ 1 bedroom ∙ 4 guests,/rental/852ea82f316a63209fb764eb6975132e?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A20%3A58%2B02%3A00&id=8b5f66d257ba1eed&directId=852ea82f316a63209fb764eb6975132e&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=830NTHNY&sT=withDates&pCon=913.2%7CUSD%7C2021-05-31%7C6%7C2%7C1617819658%7C0%7C0%7C1617819658%7C2%7C0%7C0&prodName=JM&prodSource=Search
124,Studio Rinderbergblick,$604,"Zweisimmen, Canton of Bern"," ""Outstanding"" ",empty,Apartment ∙ 1 bedroom ∙ 2 guests,/rental/bca282a7ced7f143e202ad28e507ce8b?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A20%3A58%2B02%3A00&id=da627e500c2e6fc8&directId=bca282a7ced7f143e202ad28e507ce8b&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=G0YQ250L&sT=withDates&pCon=603.6%7CUSD%7C2021-05-31%7C6%7C2%7C1617819658%7C0%7C0%7C1617819658%7C2%7C0%7C0&prodName=JM&prodSource=Search
125,"Wiler Wohnung ""Outlook""","$1,013","Sarnen, Canton of Obwalden"," ""Excellent""",In high demand ,1240 ft² Apartment ∙ 3 bedrooms ∙ 5 guests,/rental/464c0cc0b3b0fce12cc0f95d3ab8a398?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A20%3A59%2B02%3A00&id=396c6a16101c2c38&directId=464c0cc0b3b0fce12cc0f95d3ab8a398&searchId=a0e9c18804f87c21&screen=search&isHotel=0&pa=not_allowed&clickId=Q6DPM0NK&sT=withDates&pCon=1123.6522470668%7CUSD%7C2021-05-31%7C6%7C2%7C1617819659%7C0%7C0%7C1617819659%7C2%7C0%7C0&prodName=JM&prodSource=Search
126,Airy studio sunehus. ch,$678,"Teufen, Appenzell Outer Rhodes",empty,In high demand Hot tub ,430 ft² Apartment ∙ 1 bedroom ∙ 2 guests,/rental/8cd1247ddb569ee2cb79ce6e7c34b3e2?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A20%3A59%2B02%3A00&id=429818471692929d&directId=8cd1247ddb569ee2cb79ce6e7c34b3e2&searchId=a0e9c18804f87c21&screen=search&isHotel=0&pa=not_allowed&clickId=2Y4ZY79W&sT=withDates&pCon=731.15058845216%7CUSD%7C2021-05-31%7C6%7C2%7C1617819659%7C0%7C0%7C1617819659%7C2%7C0%7C0&prodName=JM&prodSource=Search
127,Panoramic apartment with swimming pool,"$1,070","Gersau, Canton of Schwyz"," ""Very good"" ", Free cancellation Pool ,Apartment ∙ 2 bedrooms ∙ 4 guests,/rental/264c44717e6a6cfff8c3774870f7265d?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&searchId=a0e9c18804f87c21
128,Casa Altorfer,$785,"Locarno, Ticino"," ""Very good"" ",empty,Apartment ∙ 2 bedrooms ∙ 4 guests,/rental/76f5d07ae07a5984f0573c263d079b1f?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A00%2B02%3A00&id=match56b8ea6621a7b&directId=76f5d07ae07a5984f0573c263d079b1f&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=WCLZ4BLJ&sT=withDates&pCon=784.8%7CUSD%7C2021-05-31%7C6%7C2%7C1617819660%7C0%7C0%7C1617819660%7C2%7C0%7C0&prodName=JM&prodSource=Search
129,"Apart House Surselva, Obersaxen Surcuolm",$578,"Surcuolm, Grisons"," ""Outstanding"" ",In high demand ,540 ft² Apartment ∙ 2 bedrooms ∙ 5 guests,/rental/5198b1a6f6e3644da2a32320b4af9e7c?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A00%2B02%3A00&id=eee9a5e9681c379b&directId=5198b1a6f6e3644da2a32320b4af9e7c&searchId=a0e9c18804f87c21&screen=search&isHotel=0&pa=not_allowed&clickId=6005W2WP&sT=withDates&pCon=732.98510193848%7CUSD%7C2021-05-31%7C6%7C2%7C1617819660%7C0%7C0%7C1617819660%7C2%7C0%7C0&prodName=JM&prodSource=Search
130,Beautiful Holiday Apartment in Brissago with Pool & Terrace,"$1,251","Brissago, Ticino"," ""Outstanding"" ",Pool ,650 ft² Apartment ∙ 1 bedroom ∙ 4 guests,/rental/107464148b45d05b?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A01%2B02%3A00&id=c72617cea47b2de7&directId=107464148b45d05b&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=QJ2QY23W&sT=withDates&pCon=1250.5816658911%7CUSD%7C2021-05-31%7C6%7C2%7C1617819661%7C0%7C0%7C1617819661%7C2%7C0%7C0&prodName=JM&prodSource=Search
131,Chalet Bärgsunna,"$1,197","Grindelwald, Canton of Bern"," ""Very good"" ",empty,650 ft² Apartment ∙ 1 bedroom ∙ 4 guests,/rental/9e1acbdb60323b1d8a04882e9da07cab?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A01%2B02%3A00&id=match53e342b403062&directId=9e1acbdb60323b1d8a04882e9da07cab&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=WD296HL2&sT=withDates&pCon=1196.4%7CUSD%7C2021-05-31%7C6%7C2%7C1617819661%7C0%7C0%7C1617819661%7C2%7C0%7C0&prodName=JM&prodSource=Search
132,Zur Säge,$600,"Inden, Valais"," ""Very good"" ",empty,510 ft² House ∙ 2 bedrooms ∙ 4 guests,/rental/267f07b6742cb14a7be4274f4028e3cf?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A01%2B02%3A00&id=match53e34ab939ac8&directId=267f07b6742cb14a7be4274f4028e3cf&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=GZC5JB56&sT=withDates&pCon=600%7CUSD%7C2021-05-31%7C6%7C2%7C1617819661%7C0%7C0%7C1617819661%7C2%7C0%7C0&prodName=JM&prodSource=Search
133,Cozy old town penthouse in the middle of the rose town of Bischofszell,$699,"Bischofszell, Thurgau"," ""Outstanding"" ", Free cancellation ,Apartment ∙ 2 bedrooms ∙ 5 guests,/rental/3e0e9ca36d4930a577a84301e4cc867b?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&searchId=a0e9c18804f87c21
134,Anno Domini,$912,"Adelboden, Canton of Bern"," ""Outstanding"" ",empty,Apartment ∙ 1 bedroom ∙ 4 guests,/rental/102cb2a71d16f9293ff7b258006178dc?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A02%2B02%3A00&id=match542e669630e13&directId=102cb2a71d16f9293ff7b258006178dc&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=63LJR75V&sT=withDates&pCon=912%7CUSD%7C2021-05-31%7C6%7C2%7C1617819662%7C0%7C0%7C1617819662%7C2%7C0%7C0&prodName=JM&prodSource=Search
135,Time to relax - Wonderful apartment with balcony and fireplace,$706,"Langwies, Grisons"," ""Outstanding"" ", Free cancellation ,620 ft² House ∙ 2 bedrooms ∙ 4 guests,/rental/4a3c71e5a14772f9f4ca69971e4f8eb9?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&searchId=a0e9c18804f87c21
136,Alphütte Gibelhüttli,$586,"Lenk im Simmental, Canton of Bern"," ""Outstanding"" ",empty,Apartment ∙ 2 bedrooms ∙ 5 guests,/rental/df263497241d012580ff2c9e210119b7?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A03%2B02%3A00&id=match53e351f481901&directId=df263497241d012580ff2c9e210119b7&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=0F9HFZHT&sT=withDates&pCon=585.6%7CUSD%7C2021-05-31%7C6%7C2%7C1617819663%7C0%7C0%7C1617819663%7C2%7C0%7C0&prodName=JM&prodSource=Search
137,Zapfe (Moore),"$1,138","Gstaad, Canton of Bern"," ""Excellent""",empty,Apartment ∙ 2 bedrooms ∙ 5 guests,/rental/c84e746fdf3e9f6e9f3017f85aff1369?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A03%2B02%3A00&id=match53e34f92c71e4&directId=c84e746fdf3e9f6e9f3017f85aff1369&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=DCSGPYZJ&sT=withDates&pCon=1137.6%7CUSD%7C2021-05-31%7C6%7C2%7C1617819663%7C0%7C0%7C1617819663%7C2%7C0%7C0&prodName=JM&prodSource=Search
138,Les Arolles 704,$701,"Riddes, Valais"," ""Very good"" ",empty,620 ft² Apartment ∙ 1 bedroom ∙ 4 guests,/rental/9019463aa601d28b833e2212ffda5801?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A04%2B02%3A00&id=match53e3477ac27bd&directId=9019463aa601d28b833e2212ffda5801&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=5RFPQFJG&sT=withDates&pCon=700.8%7CUSD%7C2021-05-31%7C6%7C2%7C1617819664%7C0%7C0%7C1617819664%7C2%7C0%7C0&prodName=JM&prodSource=Search
139,Casa Irmella 12 - Arosa,$649,"Arosa, Grisons"," ""Very good"" ",In high demand Pool ,650 ft² Apartment ∙ 1 bedroom ∙ 5 guests,/rental/a6d43d21e7d76f18344cb5dd752eb3c6?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A04%2B02%3A00&id=1b576d4714b9e916&directId=a6d43d21e7d76f18344cb5dd752eb3c6&searchId=a0e9c18804f87c21&screen=search&isHotel=0&pa=not_allowed&clickId=SC07DKTN&sT=withDates&pCon=832.5827663483%7CUSD%7C2021-05-31%7C6%7C2%7C1617819664%7C0%7C0%7C1617819664%7C2%7C0%7C0&prodName=JM&prodSource=Search
140,Chalet Schwendihus,"$1,043","Grindelwald, Canton of Bern"," ""Very good"" ",empty,750 ft² Apartment ∙ 2 bedrooms ∙ 4 guests,/rental/212b3331a57738b7afce47751a8f9893?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A04%2B02%3A00&id=match53e3431334e97&directId=212b3331a57738b7afce47751a8f9893&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=G6P12L5T&sT=withDates&pCon=1042.8%7CUSD%7C2021-05-31%7C6%7C2%7C1617819664%7C0%7C0%7C1617819664%7C2%7C0%7C0&prodName=JM&prodSource=Search
141,"Chesa Prüma, apartment number 3",$527,"La Punt-Chamues-ch, Grisons"," ""Excellent""",In high demand ,570 ft² Apartment ∙ 2 bedrooms ∙ 4 guests,/rental/2c779c357ab4ccb6c44ee13703561c04?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A05%2B02%3A00&id=f65c49bc5842a864&directId=2c779c357ab4ccb6c44ee13703561c04&searchId=a0e9c18804f87c21&screen=search&isHotel=0&pa=not_allowed&clickId=DCH65VSG&sT=withDates&pCon=682.46144779024%7CUSD%7C2021-05-31%7C6%7C2%7C1617819665%7C0%7C0%7C1617819665%7C2%7C0%7C0&prodName=JM&prodSource=Search
142,Casa alle Vigne Apt. 101,$685,"Ascona, Ticino"," ""Outstanding"" ",In high demand Pool ,540 ft² Apartment ∙ 1 bedroom ∙ 4 guests,/rental/1ee17a6c3917237c7c89d94bb61d8bf7?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A05%2B02%3A00&id=match568ce4e961a4a&directId=1ee17a6c3917237c7c89d94bb61d8bf7&searchId=a0e9c18804f87c21&screen=search&isHotel=0&pa=not_allowed&clickId=G3T8DPBK&sT=withDates&pCon=858.92179906896%7CUSD%7C2021-05-31%7C6%7C2%7C1617819665%7C0%7C0%7C1617819665%7C2%7C0%7C0&prodName=JM&prodSource=Search
143,Casa Beatrice,$585,"Ronco sopra Ascona, Ticino"," ""Outstanding"" ",In high demand ,810 ft² Apartment ∙ 2 bedrooms ∙ 4 guests,/rental/0b4dd40eeec806f531634289316554e5?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A05%2B02%3A00&id=match56d96eaad8f2b&directId=0b4dd40eeec806f531634289316554e5&searchId=a0e9c18804f87c21&screen=search&isHotel=0&pa=not_allowed&clickId=J31KJV0H&sT=withDates&pCon=717.37172433952%7CUSD%7C2021-05-31%7C6%7C2%7C1617819665%7C0%7C0%7C1617819665%7C2%7C0%7C0&prodName=JM&prodSource=Search
144,Les Beluardes Bl. 151/2,$456,"Gryon, Vaud"," ""Good"" ",empty,320 ft² Resort ∙ 1 bedroom ∙ 2 guests,/rental/45bde1369079ea691a2400fd1636bc2f?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A07%2B02%3A00&id=13519c86e03c1521&directId=45bde1369079ea691a2400fd1636bc2f&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=8YCPMJV5&sT=withDates&pCon=456%7CUSD%7C2021-05-31%7C6%7C2%7C1617819667%7C0%7C0%7C1617819667%7C2%7C0%7C0&prodName=JM&prodSource=Search
145,Wohnung Nr. 3,"$1,052","Lugano, Ticino"," ""Good"" ",empty,860 ft² Apartment ∙ 2 bedrooms ∙ 5 guests,/rental/2c61f8610f6392ee039800fb33d4a26c?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A07%2B02%3A00&id=match53e345dc20256&directId=2c61f8610f6392ee039800fb33d4a26c&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=VBNPGLJY&sT=withDates&pCon=1051.2%7CUSD%7C2021-05-31%7C6%7C2%7C1617819667%7C0%7C0%7C1617819667%7C2%7C0%7C0&prodName=JM&prodSource=Search
146,Sörenweg 5,$570,"Engelberg, Canton of Obwalden"," ""Excellent""",empty,Apartment ∙ 1 bedroom ∙ 2 guests,/rental/9106c6d1643371feb7fdc5e0fe22bc80?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A08%2B02%3A00&id=db6244edeaf39709&directId=9106c6d1643371feb7fdc5e0fe22bc80&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=Z7YT0F7V&sT=withDates&pCon=570%7CUSD%7C2021-05-31%7C6%7C2%7C1617819668%7C0%7C0%7C1617819668%7C2%7C0%7C0&prodName=JM&prodSource=Search
147,Apartment Guttannen DG,$849,"Guttannen, Canton of Bern",empty,In high demand ,Apartment ∙ 3 bedrooms ∙ 6 guests,/rental/5f0c1037e2c0cf388c82fe7282d873cb?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A08%2B02%3A00&id=c35ae1b3e5095d64&directId=5f0c1037e2c0cf388c82fe7282d873cb&searchId=a0e9c18804f87c21&screen=search&isHotel=0&pa=not_allowed&clickId=RLVP42NY&sT=withDates&pCon=1212.4779049791%7CUSD%7C2021-05-31%7C6%7C2%7C1617819668%7C0%7C0%7C1617819668%7C2%7C0%7C0&prodName=JM&prodSource=Search
148,"Apartment Chalet Stieregg, Studio",$527,"Grindelwald, Canton of Bern"," ""Excellent""",In high demand ,300 ft² Apartment ∙ 1 bedroom ∙ 2 guests,/rental/16266dd76336147d95957ab4d4b11979?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A08%2B02%3A00&id=7e22dfe402eb0bf2&directId=16266dd76336147d95957ab4d4b11979&searchId=a0e9c18804f87c21&screen=search&isHotel=0&pa=not_allowed&clickId=5WY8SSP2&sT=withDates&pCon=640.75916062677%7CUSD%7C2021-05-31%7C6%7C2%7C1617819668%7C0%7C0%7C1617819668%7C2%7C0%7C0&prodName=JM&prodSource=Search
149,Amiel Parterre,$858,"Riederalp, Valais"," ""Very good"" ",empty,Apartment ∙ 2 bedrooms ∙ 5 guests,/rental/bddf1e5cf85ac963c997a01b2c0b8fbb?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A09%2B02%3A00&id=313a446c9e974580&directId=bddf1e5cf85ac963c997a01b2c0b8fbb&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=HJ802BY5&sT=withDates&pCon=858%7CUSD%7C2021-05-31%7C6%7C2%7C1617819669%7C0%7C0%7C1617819669%7C2%7C0%7C0&prodName=JM&prodSource=Search
150,"Apartment with overwhelming mountain views in ski resort, near Aletschglacier",$642,"Bellwald, Valais"," ""Excellent""",empty,690 ft² House ∙ 2 bedrooms ∙ 4 guests,/rental/60dbc661f44d9ad4?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&searchId=a0e9c18804f87c21
151,Weisshorn,$579,"Bettmeralp, Valais"," ""Outstanding"" ",empty,340 ft² Apartment ∙ 1 bedroom ∙ 2 guests,/rental/c69ab5e96dc5a64f7910e95d8b25e3f2?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A09%2B02%3A00&id=match54649ea0c8c17&directId=c69ab5e96dc5a64f7910e95d8b25e3f2&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=03F4C17G&sT=withDates&pCon=578.4%7CUSD%7C2021-05-31%7C6%7C2%7C1617819669%7C0%7C0%7C1617819669%7C2%7C0%7C0&prodName=JM&prodSource=Search
152,Galaxie 218,$856,"Bagnes, Valais"," ""Good"" ",empty,380 ft² Apartment ∙ 1 bedroom ∙ 4 guests,/rental/95b1c3c15bd1692b86faff598f805101?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A10%2B02%3A00&id=match53e34d40dc29d&directId=95b1c3c15bd1692b86faff598f805101&searchId=a0e9c18804f87c21&screen=search&isHotel=0&clickId=B65DR30K&sT=withDates&pCon=855.6%7CUSD%7C2021-05-31%7C6%7C2%7C1617819670%7C0%7C0%7C1617819670%7C2%7C0%7C0&prodName=JM&prodSource=Search
153,Modern eingerichtete Ferienwohnung in Andermatt,$721,"Andermatt, Canton of Uri"," ""Very good"" ",In high demand ,910 ft² Apartment ∙ 2 bedrooms ∙ 5 guests,/rental/cf3d4e506e7b8b63abe2514c11a3ee1e?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&bathrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&timestamp=2021-04-07T20%3A21%3A10%2B02%3A00&id=match5638a5f77c94c&directId=cf3d4e506e7b8b63abe2514c11a3ee1e&searchId=a0e9c18804f87c21&screen=search&isHotel=0&pa=not_allowed&clickId=JWH4K37Z&sT=withDates&pCon=827.78491831638%7CUSD%7C2021-05-31%7C6%7C2%7C1617819670%7C0%7C0%7C1617819670%7C2%7C0%7C0&prodName=JM&prodSource=Search
154,Two-bedroom apartment with private entrance and private garden,"$1,070","Leysin, Vaud"," ""Excellent""",empty,750 ft² Apartment ∙ 2 bedrooms ∙ 4 guests,/rental/7963a2e7e3345cc21ee56baf971df969?duration=6&location=5460aea910151&arrival=2021-05-31&persons=2&adults=2&bedrooms=1&maxPricePerNight=208USD&pricetype=totalPrice&searchId=a0e9c18804f87c21
